masterid,stationname,latitude,longitude,comid,huc,county,psa_lu,RB,ISWP_Source,ISWP2,ISWP3,ISWP2_name,ISWP3_name,Watershed,lbank_do,rbank_do,bottom_do,class_do,stationcode,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,dev_2011_1k,dev_2011_5k,dev_2011_ws,sampledate,CSCI,ASCI_H,ASCI_D,AFDM_gm2,Chla_ugcm2,TN_mgL,TP_mgL,PCT_MAP,DO_mgL,SpCond_uScm,Temp_C,PCT_RC,PCT_SAFN,RBP_CHN,XSLOPE
105DLCDCC,Dillon Creek at Dillon Cr. Cmp.,41.57269,-123.54353,4439728,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105DLCDCC,0,0,0,0,0.04972796,0.05757326,0.534188,1.58837,1.16907,0.534188,1.63809796,1.22664326,2009-08-05T07:00:00Z,0.91619809,0.856913812187685,0.957242831957022,24.83,0.9380000000000002,0.1037,NA,9,NA,NA,NA,0,15,19,1.6
105DLCDCC,Dillon Creek at Dillon Cr. Cmp.,41.57269,-123.54353,4439728,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105DLCDCC,0,0,0,0,0.04972796,0.05757326,0.534188,1.58837,1.16907,0.534188,1.63809796,1.22664326,2009-09-15T07:00:00Z,1.00143686,0.996641399074577,1.01635629921862,NA,1.134,0.0239,0.014,18,NA,NA,NA,0,11,18,NA
105DLCDCC,Dillon Creek at Dillon Cr. Cmp.,41.57269,-123.54353,4439728,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105DLCDCC,0,0,0,0,0.04972796,0.05757326,0.534188,1.58837,1.16907,0.534188,1.63809796,1.22664326,2009-10-20T07:00:00Z,1.00843402,1.04140085294542,0.97576248786166,NA,5.032,0.0673,0.0137,1,NA,NA,NA,0,21,20,NA
105FC1116,"Willow Creek, NF ~8.3mi above Boles Cr.",41.91258,-120.92125,2557043,105,Modoc,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FC1116,0,0,0,0,0,0,0,0,0.02754193,0,0,0.02754193,2014-08-05T07:00:00Z,0.77746389,1.1275667579299,1.19838156024418,18.8,3.55,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FC1120,Antelope Creek ~1.8mi above Tennant Rd.,41.55364,-121.92469,8265420,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FC1120,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-30T07:00:00Z,0.97722605,1.05173467513188,1.01694488583878,3.94,1.17,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FC1297,Butler Creek ~1mi above Salmon R.,41.3286,-123.41992,8257759,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FC1297,0,0,0,0,0,0,0,1.04357636,1.23116254,0,1.04357636,1.23116254,2014-07-22T07:00:00Z,1.10413916,1.05800427557006,1.0161990803483,2.95,0.742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA010,Grouse Creek ~0.2mi above Monte Creek,42.001220000000004,-122.76609,359295,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA010,0,0,0,0,0.27494744,1.29585756,2.05592105,3.73605046,4.33986647,2.05592105,4.0109979,5.63572403,2008-09-03T07:00:00Z,1.17467068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA013,Klamath River below Kennedy Cr.,41.53926057,-123.5267321,4439896,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA013,0,0,6,1,0.55507333,0.52214552,0,0,6.13033135,1,0.55507333,12.65247687,2019-07-30T07:00:00Z,0.87892168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA014,Klamath River ~2.5mi below Blue Creek,41.45639606,-123.9355648,4442410,105,Humboldt,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA014,0,0,4,0,0.11197621,0.42549222,0,0,4.19880867,0,0.11197621,8.62430089,2019-08-06T07:00:00Z,0.25021359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA020,Klamath River above Pearch Cr.,41.31853,-123.52796,4442592,105,Humboldt,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA020,0,0,7,0,0.09969747,0.42946014,10.28735632,5.64837734,1.47852746,10.28735632,5.748074809999999,8.9079876,2008-09-18T07:00:00Z,0.43749443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA020,Klamath River above Pearch Cr.,41.31853,-123.52796,4442592,105,Humboldt,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA020,0,0,7,0,0.09969747,0.42946014,10.28735632,5.64837734,1.47852746,10.28735632,5.748074809999999,8.9079876,2009-08-05T07:00:00Z,0.54181833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA034,Klamath River ~0.9mi above Red Cap Cr.,41.27035,-123.604,4442642,105,Humboldt,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA034,0,0,6,1,0.52234654,0.49082284,0,0,5.58657638,1,0.52234654,12.07739922,2019-07-10T07:00:00Z,0.35140463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA040,Klamath River at Kennedy Cr.,41.53926,-123.52673,4439896,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA040,0,0,8,1,0.65481975,0.4605502,12.15629522,4.79429867,1.44773088,13.15629522,5.44911842,9.90828108,2008-09-20T07:00:00Z,0.54091845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA056,Klamath River ~2.4miles below Blue Cr.,41.4564,-123.93556,4442410,105,Humboldt,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA056,0,0,6,0,0.02815514,0.36561853,0,1.27577955,1.7061154,0,1.30393469,8.07173393,2008-09-19T07:00:00Z,0.42147787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA068,Klamath River below McKinney Cr.,41.84335,-122.89971,362143,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA068,0,0,9,1,0.17013594,0.51576964,8.81773399,6.53981702,1.15405335,9.81773399,6.70995296,10.66982299,2008-09-21T07:00:00Z,0.77414036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA116,South Russian Creek 1.0 mi above conf. Salmon River,41.31833,-123.04833000000001,8257773,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA116,0,0,0,0,0.008026,0.00380757,4.58115183,2.20715117,1.22413235,4.58115183,2.21517717,1.22793992,2009-07-08T07:00:00Z,1.10967788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA116,South Russian Creek 1.0 mi above conf. Salmon River,41.31833,-123.04833000000001,8257773,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA116,0,0,0,0,0.008026,0.00380757,4.58115183,2.20715117,1.22413235,4.58115183,2.21517717,1.22793992,2013-07-16T07:00:00Z,1.0868158,0.962303649712491,1.00793273342932,0,0.202,0.0552,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA116,South Russian Creek 1.0 mi above conf. Salmon River,41.31833,-123.04833000000001,8257773,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA116,0,0,0,0,0.008026,0.00380757,4.58115183,2.20715117,1.22413235,4.58115183,2.21517717,1.22793992,2019-07-10T07:00:00Z,0.83373779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA116,South Russian Creek 1.0 mi above conf. Salmon River,41.31833,-123.04833000000001,8257773,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA116,0,0,0,0,0.008026,0.00380757,4.58115183,2.20715117,1.22413235,4.58115183,2.21517717,1.22793992,2019-08-06T07:00:00Z,1.05230533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FCA132,"Cottonwood Creek, WF - Hilt Hungry Rd. - 0.33 mi d/s Bogard Gulch",41.95472,-122.66083,361533,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FCA132,0,0,0,0,0,0,0,6.14101953,6.14101953,0,6.14101953,6.14101953,2009-07-07T07:00:00Z,1.23200789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FLH087,Fletcher Creek (USFS),41.8124,-120.79008,2557175,105,Modoc,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FLH087,0,1,0,0,0,0,0,2.160896,0.5438167,0,3.160896,0.5438167,2012-06-12T07:00:00Z,0.58117984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FLH087,Fletcher Creek (USFS),41.8124,-120.79008,2557175,105,Modoc,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FLH087,0,1,0,0,0,0,0,2.160896,0.5438167,0,3.160896,0.5438167,2016-07-19T07:00:00Z,0.46556667,1.12328550249846,1.18675000092692,16.3,0.263,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FS0416,Elk Creek at Hummingbird Cr.,41.61411,-123.28187,4439616,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FS0416,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-24T07:00:00Z,1.11751898,0.849147997235918,0.973310552038362,3.26,0.326,0.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FS0425,"Salmon River, NF ~2.7mi above Sawyers Bar Rd.",41.35799,-123.07511,8257711,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FS0425,0,0,0,0,0,0,2.463054,0.1568841,0.02812475,2.463054,0.1568841,0.02812475,2011-08-10T07:00:00Z,1.14030881,1.11210300623705,1.14657838120248,3.46,0.693,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
105FS0428,Bridge Creek above Wooley Cr.,41.44105,-123.3582,8257399,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105FS0428,0,0,0,0,0,0,0,1.012223,0.3519636,0,1.012223,0.3519636,2011-08-03T07:00:00Z,1.02876342,0.994035532130296,0.987874254973748,2.6,0.347,0.114,0.0194,NA,NA,NA,NA,NA,NA,NA,NA
105NWC151,"Willow Creek, NF below Fourmile Cr.",41.91713,-120.88105,2557039,105,Modoc,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105NWC151,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-26T07:00:00Z,0.90864487,1.00636648975196,1.05265858821839,10.8,2.03,0.35,0.0399,NA,NA,NA,NA,NA,NA,NA,NA
105PS0028,Butte Creek 28,41.75104,-122.00236,948010238,105,Siskiyou,Ag,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0028,8,0,0,1,0.54286994,0.16345211,3.75,1.49429147,0.96690377,12.75,2.03716141,1.13035588,2008-08-12T07:00:00Z,0.58623306,0.89089454861066,0.75592603072558,8.98,0.394,0.486,0.0214,NA,NA,NA,NA,0,18,NA,0.7
105PS0028,Butte Creek 28,41.75104,-122.00236,948010238,105,Siskiyou,Ag,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0028,8,0,0,1,0.54286994,0.16345211,3.75,1.49429147,0.96690377,12.75,2.03716141,1.13035588,2008-08-26T07:00:00Z,0.71090619,0.980337486134442,1.02880891833331,12.3,3.052,0.368,0.0213,NA,NA,NA,NA,0,57,NA,0.5
105PS0043,Grider Creek,41.72919,-123.23588,360453,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0043,0,0,0,0,0,0,1.131127,3.020384,1.917619,1.131127,3.020384,1.917619,2008-09-17T07:00:00Z,1.09754387,0.849377821629912,0.864827885014423,3.27,0.636,0.0704,NA,NA,NA,NA,NA,0,10,19,4.1
105PS0067,Crawford Creek above SF Salmon R.,41.13969,-123.13928,8258279,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0067,0,0,0,0,0.0295203,0.01855681,8.7163233000000009,3.23247233,2.98499549,8.7163233000000009,3.26199263,3.0035523000000004,2009-08-24T07:00:00Z,1.13018706,0.882408966911499,0.773582438324176,5.635,0.56,0.363,NA,2,NA,NA,NA,0,10,16,3
105PS0067,Crawford Creek above SF Salmon R.,41.13969,-123.13928,8258279,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0067,0,0,0,0,0.0295203,0.01855681,8.7163233000000009,3.23247233,2.98499549,8.7163233000000009,3.26199263,3.0035523000000004,2009-09-15T07:00:00Z,1.17595187,0.756797947715659,0.633035675182278,3.97,0.397,0.227,NA,1,NA,NA,NA,0,1,15,4.5
105PS0069,Tectah Creek ~8mi above Klamath R.,41.2952,-123.94041,4441642,105,Humboldt,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0069,0,0,0,0,0,0,0,0.82050702,1.01242375,0,0.82050702,1.01242375,2009-08-18T07:00:00Z,0.97984529,0.846444421487261,0.85121570850462,5.01,0.231,0.291,0.0181,1,NA,NA,NA,0,15,20,2.5
105PS0083,Cherry Creek above Little North Fork Salmon R.,41.36472,-123.18805,8257659,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0083,0,0,0,0,0,0,2.366127,0.729927,0.729927,2.366127,0.729927,0.729927,2009-09-08T07:00:00Z,1.16976807,1.05753967987975,1.10625553989398,6.93,0.405,0.09205,0.02885,13,NA,NA,NA,0,0,20,22.3
105PS0090,"Salmon River, SF above Grizzly Creek",41.07997,-123.02911,8258405,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0090,0,0,0,0,0,0,0,0,0.3407699,0,0,0.3407699,2009-08-25T07:00:00Z,1.03914186,0.897282065194342,1.02675352188227,5.84,0.393,0.0799,NA,35,NA,NA,NA,0,1,20,2.2
105PS0090,"Salmon River, SF above Grizzly Creek",41.07997,-123.02911,8258405,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0090,0,0,0,0,0,0,0,0,0.3407699,0,0,0.3407699,2012-08-07T07:00:00Z,1.10819054,0.948790842806638,1.0480924082248,6.52,1.4,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0092,Antelope Creek 92,41.5766,-121.92436,8265414,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,105PS0092,0,0,0,0,0,0,0,0,0,0,0,0,2008-08-11T07:00:00Z,1.12736215,0.911398661826367,1.0179836011171,5.99,1.465,0,NA,NA,NA,NA,NA,0,21,19,1.8
105PS0097,Elk Creek above Copper Creek,41.73897,-123.35637,4439234,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0097,0,0,0,0,0.00223005,0.00346295,5.292599,4.71656,2.205899,5.292599,4.71879005,2.20936195,2009-09-08T07:00:00Z,1.10661466,1.04493069628916,1.04343735377981,6.015000000000001,0.7995,0.02555,NA,41,NA,NA,NA,0,4,15,2.3
105PS0097,Elk Creek above Copper Creek,41.73897,-123.35637,4439234,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0097,0,0,0,0,0.00223005,0.00346295,5.292599,4.71656,2.205899,5.292599,4.71879005,2.20936195,2014-07-22T07:00:00Z,0.94393197,0.910911507992004,0.881503561723347,3.19,0.332,0.0744,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0107,Scott River below Big Ferry Creek,41.71232,-123.0186,3798117,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0107,0,0,6,0,0,0.19241113,2.34553776,2.88549586,3.08311649,2.34553776,2.88549586,9.27552762,2009-09-14T07:00:00Z,0.87401876,1.01863747361319,1.03707659693441,8.47,0.6589999999999999,0.139,NA,35,NA,NA,NA,0,6,18,1.4
105PS0129,Mill Creek ~0.4mi above Indian Cr. WB,41.92387,-123.46497,4438708,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0129,0,0,0,0,0.01302338,0.02513646,11.00917431,6.46610666,4.78669922,11.00917431,6.47913004,4.81183568,2010-08-11T07:00:00Z,1.11268457,1.02811406457533,0.959876605154058,5.195,0.5326666666666667,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0149,Bluff Creek above Hwy 96,41.241,-123.65545,4441788,105,Humboldt,Urban,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0149,0,0,0,4,0.18570964,0.07534208,0.42689434,2.94349784,2.36321435,4.42689434,3.12920748,2.43855643,2012-08-29T07:00:00Z,0.95201603,0.974417690365292,0.99988966506611,3.94,0.483,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0154,"Salmon River, SF below Boardtree Gulch",41.09811,-123.0733,8258357,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0154,0,0,0,0,0.0081524,0.0017114,4.246714,0.9619827,0.3907698,4.246714,0.9701351,0.3924812,2011-08-09T07:00:00Z,1.0797654,0.938933753515494,1.01997639323325,0.75,0.156,0.10385,0.0152,NA,NA,NA,NA,NA,NA,NA,NA
105PS0188,Evans Ditch,41.71972,-122.34917,3917226,105,Siskiyou,Ag,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0188,67,36,36,0,0.02962085,0.02962085,0,2.3992891,2.3992891,67,38.42890995,38.42890995,2008-08-26T07:00:00Z,0.67058399,0.77046302291067,0.894910050941139,13.9,0.4856666666666667,0.244,NA,NA,NA,NA,NA,0,24,16,3.1
105PS0193,Indian Creek ~1mi above Doolittle Cr.,41.8294,-123.3849,4438928,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0193,0,0,0,0,0.0481535,0.13688022,3.81097561,3.31147905,3.0705176,3.81097561,3.35963255,3.20739782,2012-08-29T07:00:00Z,0.99772469,1.03378996497879,1.08656546869482,3.43,1.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0195,"Salmon River, EF, SF ~1mi below Shadow Cr.",41.1889,-123.0749,8258155,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0195,0,0,0,0,0.00311964,0.00158558,2.86144578,2.33036968,2.3062226,2.86144578,2.33348932,2.30780818,2012-08-07T07:00:00Z,1.19310018,1.0279464097294,1.13416704732111,2.83,0.7080000000000001,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0211,Etna Creek ~0.3mi below Alder Cr.,41.42697,-122.9217,3800947,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0211,0,0,0,0,0.01934161,0.01384994,4.26409904,2.69235233,1.81953534,4.26409904,2.71169394,1.83338528,2013-08-20T07:00:00Z,1.30856214,1.00812238149029,0.96279859819516,4.39,0.422,0.02605,0.0051,NA,NA,NA,NA,NA,NA,NA,NA
105PS0211,Etna Creek ~0.3mi below Alder Cr.,41.42697,-122.9217,3800947,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0211,0,0,0,0,0.01934161,0.01384994,4.26409904,2.69235233,1.81953534,4.26409904,2.71169394,1.83338528,2013-09-16T07:00:00Z,0.98603612,1.05013763677498,1.02398255152302,2.55,1.115,0.0361,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0231,Shasta River ~2.2mi below E. Louie Rd.,41.60865,-122.45671,3917406,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0231,20,46,11,0,1.01564645,2.82982383,0,2.1712874,1.9711912,20,49.18693385,15.80101503,2013-08-29T07:00:00Z,0.66103191,0.765110331439396,0.65891235383477,3.9,0.376,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0259,St. Claire Creek above SF Salmon River,41.14068,-123.17273,8258303,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0259,0,0,0,0,0.00595238,0.0032715,0.7,2.30952381,1.71426702,0.7,2.31547619,1.7175385200000002,2013-09-17T07:00:00Z,1.12479713,0.953505221339306,0.943216141108486,1.88,0.269,0.0654,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0267,Seiad Creek ~0.3mi above Panther Gulch,41.88061,-123.12994,360287,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0267,0,0,0,0,0,0,3.3201581,1.63481838,2.00271774,3.3201581,1.63481838,2.00271774,2014-07-21T07:00:00Z,1.05913146,1.02528443580073,1.05869285229333,4.06,0.9025,0.0846,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0275,Shackleford Creek ~0.2mi below Long High Cr.,41.55215247,-123.070142,3798357,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0275,0,0,0,0,0.30366492,0.53660755,0,0,0,0,0.30366492,0.53660755,2015-08-19T07:00:00Z,0.97573649,1.0341368860223,1.08604895539273,3.22,1.265,0.0473,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0276,"Willow Creek, NF above Kellogg Rd.",41.98998,-120.81077,2556977,105,Modoc,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0276,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-01T07:00:00Z,0.59073412,1.05602977515348,1.04788099053439,46.59,3.829,0.183,NA,4,NA,NA,NA,0,55,NA,0.2
105PS0276,"Willow Creek, NF above Kellogg Rd.",41.98998,-120.81077,2556977,105,Modoc,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0276,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-22T07:00:00Z,0.56382044,1.04909523110378,1.0859617433046,20.98,2.549,0.204,0.0476,1,NA,NA,NA,0,50,NA,2.8
105PS0295,Shasta River ~1mi above Cooley Gulch,41.80984337,-122.5946448,3917062,105,Siskiyou,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0295,0,9,14,1,1.41093474,2.00662718,0,0,13.55188291,1,10.41093474,29.55851009,2016-06-15T07:00:00Z,0.75263635,0.742616313788592,0.694110471957077,34.3,15.4,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0299,O'Neil Creek ~2mi above Klamath River,41.7866659,-123.1280266,0,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0299,0,0,0,0,0.38306452,0.38306452,0,0,0,0,0.38306452,0.38306452,2017-07-19T07:00:00Z,1.04123921,0.83827863774533,0.789556151596724,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0323,Crawford Creek ~0.3mi above Dry Gulch,41.16146054,-123.1302242,8258279,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0323,0,0,0,1,0.17148457,0.17645966,0,0,0,1,0.17148457,0.17645966,2017-07-20T07:00:00Z,1.08934598,0.921089705698078,0.915042881236756,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0468,Willow Creek ~0.75mi below Boles Creek,41.90294,-121.01732,2556363,105,Modoc,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0468,0,0,0,0,0,2.1819e-4,0,0,0.28866924,0,0,0.28888743,2009-09-01T07:00:00Z,0.92215087,1.10617671653294,1.10571895737668,39.69,3.386,0.604,0.0277,39,NA,NA,NA,0,29,NA,0.7
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-05T07:00:00Z,1.14313997,0.750033492020687,0.630078790152105,4.14,0.4019999999999999,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2010-09-15T07:00:00Z,0.98698986,0.786248667272334,0.651996406487607,9.76,0.571,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-03T07:00:00Z,1.01178899,0.688057430947479,0.727059993542721,1.76,0.353,0.0802,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-14T07:00:00Z,1.01461593,0.756089252815218,0.861893598312659,6.9,1.22,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-15T07:00:00Z,1.10820788,0.630199920689287,0.709005362595382,4.35,0,0.181,0.052,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-18T07:00:00Z,1.18094898,0.709567683950046,0.824001122428616,5.35,1.2000000000000002,1.05,0,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-07T07:00:00Z,0.81132314,NA,NA,3.66,0.33,0.144,0.465,NA,NA,NA,NA,NA,NA,NA,NA
105PS0540,Butte Creek ~1.5mi below Spring Creek,41.62029,-122.06964,8264738,105,Siskiyou,Forest,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105PS0540,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-14T07:00:00Z,1.10228661,1.12349487381986,0.999534494718216,1.3,0.35000000000000003,0.008,0.09,NA,NA,NA,NA,NA,NA,NA,NA
