masterid,sampledate,Alkalinity_as_CaCO3,Oxygen_Dissolved,Salinity,SpecificConductivity,Temperature,Turbidity,pH,TN,TP,AFDM_g_m2,Chl-a_mg_m2,PCT_FAST,PCT_FN,PCT_HP,PCT_MAP,PCT_SAFN,XCMG,XFC_NAT_SWAMP,XSLOPE
106FCA036,2013-07-15T07:00:00Z,NA,NA,NA,95.5,NA,1.2,8.02,0,0.0342,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA
106FS0040,2011-08-30T07:00:00Z,84.75,8,0.1,148,15.3,0.77,8.28,0.0708,0.03005,4.47,9.24,70,1,0,0,3,93,51.4,5.2
106HLCACC,2013-09-23T07:00:00Z,80,10.94,0.1,149.3,14.9,1.47,8,0.08405,0.03325,6.03,10.4,76,0,0,6,3,158,16.9,3.5
106MNCAHC,2008-10-01T07:00:00Z,140,13.94,0.1,284.8,14,0.85,8.1,0,0.037,3.63,6.17,71,2,0,NA,12,121,65.9,NA
106NC0678,2018-09-18T07:00:00Z,52,9.8,0.1,109,12.1,0.15,NA,1.26,0.016,3.43,7.99,87,0,0,3,4,142,64.8,5.9
106NC0710,2018-08-21T07:00:00Z,60,9.9,0,0,13.4,1.1,8.48,1.0150000000000001,0,4.62,11.3,52,2,0,1,2,111,53.5,10.2
106NC0938,2018-09-17T07:00:00Z,70,9.8,0.1,146.5,16.4,0.37,NA,0.64,0.031,7.8,17.2,73,0,0,48,10,68,67.7,3.6
106PS0022,2008-09-30T07:00:00Z,140,12.74,0.1,222.4,12.2,1.93,8.04,0.02375,0.0315,1.61,4.03,73,0,0,NA,10,160,167.7,NA
106PS0051,2008-09-16T07:00:00Z,96,8.46,0.1,212.9,15.8,0.11,8.41,0.0892,0.0196,11.254999999999999,17.135,95,0,0,NA,4,52,49.6,3.2
106PS0078,2009-08-26T07:00:00Z,160,4.94,0.3,558,18.07,0.13,7.3,0.0428,0.0223,21.93,23.07,21,2,10,75,7,80,61.8,2.5
106PS0106,2009-09-08T07:00:00Z,92,10.03,0.1,180.9,16.5,0.94,8.3,0.046233333333333335,0.010066666666666666,6.9,14.41,57,1,0,0,16,130,21.9,1.5
106PS0115,2010-09-21T07:00:00Z,64,8.95,0.1,178.5,7.8,0.13,7.84,0.117,0.02185,2.75,10.56,97,3,0,2,8,107,45.6,7.9
106PS0122,2010-09-20T07:00:00Z,92,8.36,0.1,170.1,12.3,0.49,8.01,0.0995,0.0178,2.86,3.82,90,0,1,8,9,64,46.4,4.9
106PS0124,2010-08-16T07:00:00Z,86,9,0.1,138,16.5,0.52,8.2,0.0584,0.0259,7.22,12.715,69,2,0,2,10,111,42.3,4.3
106PS0142,2010-07-19T07:00:00Z,200,8.7,0.2,347.6,21.5,0.7,7.6,0.107,0.0313,7.92,18.14,69,1,0,17,26,148,47.3,1.6
106PS0166,2011-08-02T07:00:00Z,62,9.2,0,88,15.1,0.6,7.98,0.129,0.0256,2.86,NA,99,0,0,0,4,197,40.2,4.7
106PS0173,2011-08-04T07:00:00Z,220,7.7,0.1,298,17,0.6,8.4,0.106,0.031,8.66,39.32,47,0,0,29,1,108,41.4,4.8
106PS0186,2012-09-26T07:00:00Z,245,7.4,0.2,345,11.6,5.4,7.3,0.0928,0.0331,41.6,10.7,10,2,0,0,7,101,34.2,18.3
106PS0206,2012-10-03T07:00:00Z,60,10.08,0.15,313,11.36,0.55,7.99,0.0535,0.02375,7.48,35.4,44,0,1,16,2,128,57.3,1
106PS0270,2015-07-08T07:00:00Z,180,8.58,0.1,303.1,17.9,0.42,8.4,0.114,0.02045,4.92,39.4,30,0,0,10,3,123,52,1.5
106PS0279,2015-07-14T07:00:00Z,88,8.54,0.1,132.9,12,0.96,8.6,0.135,0.024,3.57,13.4,75,1,0,7,17,165,78,3.9
106PS0334,2017-06-22T07:00:00Z,106,9.36,0.1,227.4,12.6,0.19,8.6,NA,0.042,NA,NA,84,0,0,0,15,135,87.4,2.1
106PTCAHC,2008-09-02T07:00:00Z,176,8.85,0.1,225.7,14.5,1.23,6.67,0.02,0.0252,11.65,35.98,73,0,0,NA,4,179,72.5,4
106SPIPP1,2018-10-11T07:00:00Z,60,10.23,0.07,100.4,9.416,0.2,7.4,0,0.04085,2.8,1.32,73,0,0,3,6,112,56.3,3.5
106SPIPP1,2019-10-03T07:00:00Z,44,10.5,0.05,75.4,9.425,0.29,7.37,0,0.0317,NA,NA,64,1,0,9,13,85,115.3,3.4
106SPIPP1,2020-10-15T07:00:00Z,46,10.57,0.05,73.6,10.214,0.62,7.59,0.0643,0.03425,NA,NA,64,1,0,5,11,85,94.5,5.2
106WE0505,2000-08-09T07:00:00Z,NA,9.5,NA,58.77,18.8,0.09,7.89,0.094,0.002,1.52,3.03,NA,NA,NA,NA,NA,NA,NA,NA
106WE0505,2000-09-14T07:00:00Z,NA,8.5,NA,82,14.2,0.13,7.73,0.078,0,3.79,6.06,NA,NA,NA,NA,NA,NA,NA,NA
106WE0505,2001-09-05T07:00:00Z,NA,9.5,NA,94.97,13.6,0.1,7.83,0.061,0,9.85,21.97,NA,NA,NA,NA,NA,NA,NA,NA
106WE0505,2001-10-04T07:00:00Z,NA,NA,NA,88.2,NA,0.08,7.72,0.039,0,3.03,13.64,NA,NA,NA,NA,NA,NA,NA,NA
106WE0505,2014-07-21T07:00:00Z,52,7.3,0.1,92.1,21.1,0.08,7.3,0.04715,0.01445,2.94,8.35,65,0,0,0,5,112,52.2,2.1
106WE0505,2018-09-04T07:00:00Z,44,8.7,0.1,108,17.8,0.5,7.8,1.51,0.009999999999999998,4.795,7.735,70,0,0,13,1,125,66.9,3.4
106WE0574,2000-08-15T07:00:00Z,NA,9.2,NA,89,14.5,1.06,7.45,0.065,0.024,3.03,0.76,NA,NA,NA,NA,NA,NA,NA,NA
106WE0580,2000-08-30T07:00:00Z,NA,9.1,NA,81,19.1,0.3,8.27,0.064,0.002,9.09,7.58,NA,NA,NA,NA,NA,NA,NA,NA
106WE0581,2001-07-26T07:00:00Z,NA,5.1,NA,407.4,21.5,0.4,8.75,0.135,0.008,27.27,15.15,NA,NA,NA,NA,NA,NA,NA,NA
106WE0587,2000-08-16T07:00:00Z,NA,9.9,NA,379,13.4,0.21,8.39,0.509,0.027,5.3,0.76,NA,NA,NA,NA,NA,NA,NA,NA
106WE0593,2001-08-28T07:00:00Z,NA,9,NA,298.5,13.1,0.32,8.29,0.174,0.021,25,16.67,NA,NA,NA,NA,NA,NA,NA,NA
106WE0768,2001-07-25T07:00:00Z,NA,7.6,NA,319.3,19,0.2,8.34,0.094,0.006,8.33,42.42,NA,NA,NA,NA,NA,NA,NA,NA
106WE0812,2001-07-12T07:00:00Z,NA,7,NA,145.9,18.2,0.18,7.9,0.318,0.011,3.03,14.39,NA,NA,NA,NA,NA,NA,NA,NA
106WE0824,2001-07-24T07:00:00Z,NA,6.5,NA,72.97,15.1,0.38,7.55,0.098,0,9.85,14.39,NA,NA,NA,NA,NA,NA,NA,NA
106WE0831,2001-07-11T07:00:00Z,NA,9.8,NA,191.1,13.1,0.22,8.01,0.093,0.014,3.03,7.58,NA,NA,NA,NA,NA,NA,NA,NA
106WE0843,2001-10-03T07:00:00Z,NA,NA,NA,288.8,NA,0.09,8.27,0.026,0.014,3.79,3.79,NA,NA,NA,NA,NA,NA,NA,NA
106WE0843,2001-10-15T07:00:00Z,NA,13.7,NA,255,8.7,0.1,8.25,0.029,0.016,13.64,8.33,NA,NA,NA,NA,NA,NA,NA,NA
106WE1055,2002-07-11T07:00:00Z,NA,5.1,NA,46.3,14.8,0.09,7.61,0.043,0.004,10.61,1.52,NA,NA,NA,NA,NA,NA,NA,NA
106WE1055,2015-07-20T07:00:00Z,52,8.91,0,66.9,15.7,0.21,7.8,0.0512,0.023,NA,5.92,85,0,0,4,10,134,78.1,12.6
106WE1062,2002-09-12T07:00:00Z,NA,NA,NA,263.6,12.3,0.2,8.23,0.08,0.012,15.91,22.73,NA,NA,NA,NA,NA,NA,NA,NA
106WE1066,2002-07-17T07:00:00Z,NA,9.4,NA,77.83,13.3,0.14,7.95,0.096,0.008,5,19.17,NA,NA,NA,NA,NA,NA,NA,NA
106WE1066,2019-07-10T07:00:00Z,50,10.29,0,79.1,11.5,0.38,8.1,NA,NA,NA,NA,66,0,0,0,11,85,47.9,5.3
106WE1079,2002-07-09T07:00:00Z,NA,7.3,NA,97.97,16,0.19,8.02,0.075,0.003,7.58,25.76,NA,NA,NA,NA,NA,NA,NA,NA
106WE1079,2012-08-08T07:00:00Z,41.1,9.19,0.1,162.8,15.4,1.61,8.75,0.0882,0.02085,5.46,14.4,81,0,0,18,6,89,36.4,13.7
106WE1080,2002-05-18T07:00:00Z,NA,NA,NA,138.5,15,0.2,8.19,0.014,0.006,12.88,21.97,NA,NA,NA,NA,NA,NA,NA,NA
106WER011,2003-09-25T07:00:00Z,NA,7.9,NA,91.1,11.7,NA,NA,NA,NA,11.44,6.82,NA,NA,NA,NA,NA,NA,NA,NA
106WER011,2013-09-11T07:00:00Z,55,7.67,0.1,110.7,14.7,NA,8,0,0.02,3.9,7.51,54,0,0,15,3,124,35.5,4.2
106WER011,2018-09-19T07:00:00Z,40,9.6,0.1,107,10.1,0.2,NA,1.17,0.011,7,16.7,54,0,0,5,6,126,75.9,5.3
106WER012,2003-09-17T07:00:00Z,NA,9.3,NA,220,11.1,NA,NA,NA,NA,8.11,32.58,NA,NA,NA,NA,NA,NA,NA,NA
106WER014,2003-09-18T07:00:00Z,NA,10.1,NA,278,9,NA,NA,NA,NA,24.62,4.55,NA,NA,NA,NA,NA,NA,NA,NA
106WER016,2003-09-16T07:00:00Z,NA,7.7,NA,246,12.3,NA,NA,NA,NA,13.56,11.36,NA,NA,NA,NA,NA,NA,NA,NA
106WER016,2009-05-18T07:00:00Z,100,9.75,0,101.9,13.9,0.41,8.1,0.128,0.0109,NA,NA,72,1,0,5,13,158,73.9,NA
106WER016,2009-06-22T07:00:00Z,135,8.96,0.1,232,12.8,1.49,8.3,0.014,0.0239,NA,NA,58,0,0,2,13,161,65.4,NA
106WER016,2009-08-04T07:00:00Z,165,7.6,0.1,267,16.8,0.47,7.8,0.172,0.0408,6.13,9.75,66,0,4,0,8,137,60.3,4.5
106WER016,2009-09-16T07:00:00Z,120,8.6,0.1,285.2,12.5,3.63,7.9,0.0418,0.0133,NA,NA,62,0,4,16,1,144,83,NA
106WER016,2009-10-20T07:00:00Z,150,7.72,0.1,239.4,9,1.13,8.2,0.0944,0.0151,NA,17.02,72,2,2,2,12,111,32.4,NA
106WER016,2015-07-09T07:00:00Z,184,8.56,0.1,289.9,16.2,0.24,8.4,0.0721,0.0275,2.29,10.6,57,0,3,10,7,144,54.5,5.3
106WER016,2017-06-19T07:00:00Z,120,9.68,0.1,225.5,16.8,0.64,8.4,NA,0,NA,NA,79,3,0,0,4,134,67,5
106WER016,2018-08-06T07:00:00Z,128,8.2,0.1,267,16,0.45,9.5,0.355,0.012,3.17,7.01,50,0,0,1,6,147,77.6,5.9
106WER016,2019-08-27T07:00:00Z,NA,7.79,0.1,247.9,16.2,3.19,8.4,0.317,0.773,4.46,19.1,92,0,0,0,4,120,81.3,3.6
106WER016,2020-09-16T07:00:00Z,150,7.2,0.1,264.4,12.5,1.3,8.8,0.03,0,2.45,11.4,50,1,0,12,8,106,102.1,4.5
106WER037,2003-08-14T07:00:00Z,NA,9.7,NA,123,15.1,NA,NA,NA,NA,5.61,3.79,NA,NA,NA,NA,NA,NA,NA,NA
106WER037,2019-07-11T07:00:00Z,84,9.93,0.1,132.2,14.4,0.43,8.8,NA,NA,NA,NA,92,0,0,0,5,170,28.7,2.6
106WER062,2003-08-28T07:00:00Z,NA,9,NA,139,13.7,NA,NA,NA,NA,5.76,3.79,NA,NA,NA,NA,NA,NA,NA,NA
106YJCENT,2017-06-21T07:00:00Z,72,9.83,0.1,142,16,0.2,8.7,NA,0.016,NA,NA,88,0,0,1,0,72,60.2,3.5
106YJCENT,2018-09-05T07:00:00Z,96,8.3,0.1,217,15.4,NA,8.2,NA,NA,NA,NA,40,0,0,0,2,83,46.4,4.9
106YJCENT,2019-07-08T07:00:00Z,70,10.06,0.1,145.7,15.1,0.21,8.2,NA,NA,NA,NA,56,0,0,18,2,83,62.9,NA
106YJCENT,2020-09-15T07:00:00Z,120,7.87,0.1,208.3,13.1,0.04,8.8,0.02,0,1.73,9.63,39,0,0,70,5,112,66.6,4.1
107GWCAPC,2010-09-15T07:00:00Z,52,9.4,0.1,124,11.1,0.2,8.4,0.0616,0.0385,2.02,8.08,34,2,0,3,11,223,58,1.9
107GWCAPC,2018-07-31T07:00:00Z,54,10.75,0,59.9,12.4,0.38,8.2,0.435,0.035,4.6,13,27,3,1,0,27,204,73,2
107LLM101,2010-09-13T07:00:00Z,40,10.41,0,74.1,13.3,0.01,8.2,0.1013,0.02075,2.6,6.17,40,0,1,0,18,222,41.4,2.1
107PS0021,2008-09-03T07:00:00Z,44,10.68,0,36.6,11.1,2.73,8.04,0.1612,0.0184,3.72,10.39,33,0,0,NA,35,190,76.7,2.6
107PS0021,2014-07-14T07:00:00Z,22,9.78,0,81.2,15.4,0.23,7.1,0.0907,0.2595,2.02,14.85,49,0,0,8,14,225,65.6,1
107RWCBHW,2011-08-03T07:00:00Z,47.666666666666664,7.9,0.1,125,21.2,0.3,8.13,0.09196666666666667,0.016050000000000002,3.955,2.715,38,0,0,0,8,107,13.7,1.8
107WE0605,2000-09-19T07:00:00Z,NA,7.6,NA,127.4,17.4,0.18,7.85,0.074,0.002,3.03,3.79,NA,NA,NA,NA,NA,NA,NA,NA
107WE0750,2001-08-07T07:00:00Z,NA,7.9,NA,23.68,12.4,0.34,6.54,0.015,0.004,19.7,2.27,NA,NA,NA,NA,NA,NA,NA,NA
107WER092,2003-08-12T07:00:00Z,NA,10.3,NA,34.6,13.6,NA,NA,NA,NA,11.14,9.85,NA,NA,NA,NA,NA,NA,NA,NA
107WER092,2012-08-27T07:00:00Z,39.7,10.76,0.1,121.2,11.9,1.21,8.84,0.01285,0.0493,2.84,5.92,72,0,0,0,9,164,32.6,3.1
108PS0197,2012-08-16T07:00:00Z,25,9.64,0,63,12,1.87,7.69,0.131,0.0169,59.8,3.7,59,3,0,0,23,264,185.4,11.8
108PS0290,2015-07-21T07:00:00Z,24,8.9,0,57.6,15.6,0.59,7.6,0.167,0.0241,2.76,19.5,18,0,0,0,19,191,23,1
108WE1090,2002-08-20T07:00:00Z,NA,7.2,NA,62,13.4,0.43,7.36,0.244,0.009,6.82,19.7,NA,NA,NA,NA,NA,NA,NA,NA
109BCAMCR,2018-08-22T07:00:00Z,100,11.7,0.1,259.8,15.8,1.23,8.56,0.8130000000000001,0.022,68,5.98,43,0,0,22,5,124,62.5,8.1
109CE0101,2005-08-30T07:00:00Z,134,8.2,0.1,150.4,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109PS0162,2011-07-20T07:00:00Z,84,8.09,0.1,176.5,17.2,NA,7.97,0.1205,0.0144,12.34,12.440000000000001,18,0,0,15,21,99,10,0.2
109WE1051,2002-07-16T07:00:00Z,NA,11.9,NA,66.87,12.9,12.3,7.17,0.439,0.021,18.18,2.27,NA,NA,NA,NA,NA,NA,NA,NA
110CE0229,2006-07-19T07:00:00Z,80,6.4,NA,212.9,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110CE0325,2007-08-14T07:00:00Z,98,6,0.1,181,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110CE0485,2004-06-23T07:00:00Z,NA,9.3,0.1,177,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110CE0613,2005-08-31T07:00:00Z,NA,7.4,0.1,152,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110ECSLSF,2011-07-26T07:00:00Z,60,9,0.1,154,14.3,0.7,7.98,0.145,0.0272,3.64,6.23,33,0,10,10,7,194,28.2,1.8
110FCA102,2013-07-25T07:00:00Z,NA,NA,NA,204,NA,2.4,7.445,0.142,0.0453,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
110PS0114,2010-07-21T07:00:00Z,NA,9.9,0.1,181,12.7,0.98,7.6,0.188,0.033549999999999996,6.03,11.87,54,0,0,4,20,160,46.8,2.6
110SMCATH,2011-07-27T07:00:00Z,72.6,8.8,0.1,230,12.7,2,7.96,0.058800000000000005,0.033350000000000005,3.43,4.76,42,1,0,3,1,197,53.3,7.9
110WE0838,2001-08-08T07:00:00Z,NA,9.9,NA,224.5,12.9,1.69,7.38,0.098,0.045,11.36,4.55,NA,NA,NA,NA,NA,NA,NA,NA
111BBRBCC,2009-09-23T07:00:00Z,NA,11.25,0.1,295.5,18.4,0.81,8.2,0.056,0.015449999999999998,14.61,25.94,39,1,0,12,6,67,37.7,2.1
111BGCAER,2009-10-06T07:00:00Z,110,7.23,0.1,189,10.6,1.28,8.3,0.0923,0.0087,5.07,6.24,34,1,0,1,5,75,27.8,3.2
111BGCAER,2014-06-11T07:00:00Z,7.5,7.63,0.1,154,17,0.01,7.2,0.0877,0.0737,2.67,1.53,39,0,0,0,4,108,44.8,3.2
111BGCAER,2015-07-08T07:00:00Z,60,7.61,0.1,166.4,19,0,8.5,0.0696,0.01315,NA,3.61,13,0,0,0,9,101,45.3,3.2
111BGCAER,2017-07-18T07:00:00Z,60,7.8,0.1,118,19.1,0.51,7.97,0.353,NA,NA,NA,62,0,0,58,6,121,67.2,3.4
111BVCMFE,2017-07-17T07:00:00Z,70,8.3,0.1,127.5,18.1,0.43,8.3,0.235,NA,NA,NA,49,0,0,77,10,106,88.4,6.9
111BVCMFE,2018-07-17T07:00:00Z,80,8.77,0.1,160.7,17.1,0.52,8.5,0.34,0.029,1.64,5.3,34,2,0,3,11,67,46.4,15.7
111CBCAER,2013-08-08T07:00:00Z,135,9.86,0.2,318.1,18.8,0,8.17,0.0776,0.0268,2.74,7.515000000000001,16,0,0,49,8,105,33.8,2.2
111CBCANF,2017-06-21T07:00:00Z,105,9.5,0.1,205.9,16,0.21,8.44,NA,0.012,NA,NA,80,0,0,1,6,152,72.2,4
111CBCANF,2018-07-10T07:00:00Z,165,9.13,0.1,172.1,14.2,0.55,8,0,0.078,3.86,2.44,23,0,0,0,23,114,35.1,3.4
111CBCANF,2019-09-10T07:00:00Z,132,9.63,0.1,277.4,11.9,0.5,8.5,NA,NA,NA,NA,32,0,0,0,1,104,34.8,3.9
111CE0089,2004-06-22T07:00:00Z,100,7.5,NA,135,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111CE0551,2005-07-27T07:00:00Z,NA,8.6,0.1,124,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111CE0551,2015-05-27T07:00:00Z,96,10.67,0.1,147.3,11,0.97,8.4,0,0.0168,NA,8.23,76,0,0,19,3,107,57.1,16.2
111CE0569,2006-07-18T07:00:00Z,50,8.9,0.1,147.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111CE0569,2010-05-11T07:00:00Z,70,10.91,0.06,134,8.71,1.74,7.56,0,0.0301,NA,2.68,30,5,0,0,11,178,85.3,NA
111CE0569,2010-06-15T07:00:00Z,75,10.92,0.07,143,11.4,0.99,7.88,0,0.028,NA,6.57,22,1,0,1,15,178,123.4,NA
111CE0569,2010-07-20T07:00:00Z,110,9.45,0.1,157.2,14.5,3,7.8,0,0.0468,14.76,5.52,32,12,1,2,29,137,30.6,1.8
111CE0569,2010-09-01T07:00:00Z,70,10.41,0.08,172,12.93,1.07,7.85,0.096,0.0463,NA,5.95,17,7,0,7,10,158,102.1,NA
111CE0569,2010-10-11T07:00:00Z,80,12.2,0.08,174,12.89,1.05,8.09,3.64,0.0673,NA,5.02,17,0,0,0,11,158,68.4,NA
111CR0911,2014-08-19T07:00:00Z,NA,NA,NA,261.5,NA,0.575,8.235,0.126,0.009899999999999999,9.09,18.1,NA,NA,NA,NA,NA,NA,NA,NA
111CR1012,2014-08-18T07:00:00Z,NA,NA,NA,269.5,NA,2.6,8.61,0.0955,0.016050000000000002,4.77,13.3,NA,NA,NA,NA,NA,NA,NA,NA
111ERATRC,2012-10-10T07:00:00Z,100,8.55,0.1,246,11.7,0.26,10.8,0,0.0098,7.89,44.3,31,0,0,25,4,110,32.8,5.1
111FC1098,2014-06-10T07:00:00Z,NA,NA,NA,105,NA,0.42500000000000004,7.275,0.0606,0.04185,3.48,18.2,NA,NA,NA,NA,NA,NA,NA,NA
111FCA207,2013-07-23T07:00:00Z,NA,NA,NA,530,NA,0.42500000000000004,7.94,0.166,0.0417,NA,5.06,NA,NA,NA,NA,NA,NA,NA,NA
111FS0001,2011-07-05T07:00:00Z,140,8.49,0.2,200,17.7,2.61,8.27,0.0267,0.0258,NA,5.08,95,0,0,1,12,148,19.2,2.1
111FS0007,2011-07-11T07:00:00Z,76,7.8,0,86.7,21.8,0.4,8.5,0.204,0.036199999999999996,NA,NA,71,0,0,5,6,108,24.6,1.9
111FS0008,2011-07-06T07:00:00Z,140,8.09,0.2,338,16.7,0.29,8.05,0.0387,0.03195,3.17,8.89,82,0,0,39,6,127,27.4,3.4
111FS0008,2012-05-02T07:00:00Z,160,9.87,0.17,350,12.4,0.23,7.67,0.0641,0.0227,NA,6.47,76,0,0,1,10,97,80.1,NA
111FS0008,2012-06-07T07:00:00Z,190,9.41,0.17,349,13.7,0.82,7.76,0.0471,0.0106,NA,6.4,64,0,0,3,2,122,80.6,NA
111FS0008,2012-07-19T07:00:00Z,100,8.06,0.2,349.8,15.6,0.19,7.98,0.0595,0.0356,5.08,13.9,37,1,0,3,5,115,28.1,2.5
111FS0008,2017-06-20T07:00:00Z,150,8.2,0.1,289.4,16.7,0.4,8.25,NA,0.0215,NA,NA,83,0,0,8,4,158,71.9,3.6
111FS0008,2018-07-09T07:00:00Z,220,8.18,0.2,412.5,17.5,3.02,8.6,0,0.094,1.75,2.31,28,0,0,1,14,132,38.4,3.7
111FS0008,2020-08-13T07:00:00Z,164,8.5,0.2,343.7,16.062,0.23,NA,NA,NA,NA,NA,66,0,0,3,14,98,48.3,2.9
111GCABPC,2018-07-24T07:00:00Z,140,8.23,0.1,151.3,18.8,1.22,8.7,0.97,0,2.86,8.48,60,3,0,1,24,142,43.6,4
111HSCAER,2011-07-26T07:00:00Z,77,7.96,0.1,194.5,15.4,0.43,8.27,0.07305,0.02826666666666667,3.535,15.025,58,0,0,16,5,90,49.6,9.6
111NC0569,2018-08-07T07:00:00Z,0.1,7.3,0.1,242,13.2,0.25,7.8,NA,NA,NA,NA,4,0,0,0,9,150,56.6,5
111PAL105,2011-07-13T07:00:00Z,86,10.01,0.1,169.7,13.5,0.67,7.86,0.1525,0.103,NA,1.91,52,4,4,4,11,140,28.6,2.4
111PS0008,2008-09-09T07:00:00Z,110,4.98,0.1,219.9,17.2,2.26,7.83,0.194,0.0405,14.245000000000001,71.625,5,0,0,NA,20,174,69.3,0
111PS0008,2008-09-29T07:00:00Z,115,1.55,0.1,217.1,15.5,2.78,7.6,0.46,0.0553,11.27,58.33,0,0,0,NA,21,175,58.1,0
111PS0013,2008-08-19T07:00:00Z,102,5.3,0.1,218,20.1,3.26,8.5,0.0134,0.016050000000000002,8.42,18.31,20,0,0,NA,16,89,58,4.3
111PS0057,2008-08-18T07:00:00Z,70,7.7,0.1,262,15,3.9,8,0.4851,0.14645,5.28,9.33,46,14,1,NA,23,182,97,2.2
111PS0060,2008-10-07T07:00:00Z,70,9.4,0.1,155.7,9.6,0.21,7.76,0.124,0.0205,4.6,NA,45,0,0,NA,5,102,51.1,3.3
111PS0095,2009-08-27T07:00:00Z,60,3.43,0.1,111.9,16,0.66,8.8,0.1495,0.028399999999999998,5.484999999999999,10.26,21,0,0,8,8,127,15.6,1.3
111PS0110,2009-06-24T07:00:00Z,155,9.4,0.1,277.5,18.6,0.38,8.5,0.124,0.022699999999999998,5.04,5.14,71,0,0,1,18,124,28.3,2.2
111PS0110,2014-06-09T07:00:00Z,150,10.05,0.1,292.3,19.7,0.15,7.4,0.0482,0.0317,4.04,11.6,56,0,0,10,19,172,93.8,2.1
111PS0121,2010-07-20T07:00:00Z,115,9.1,0.1,230,19,0.44,8,0.113,0.0334,NA,NA,15,2,0,29,36,72,23.5,0.1
111PS0144,2010-08-18T07:00:00Z,100,9.2,0.1,219.6,20.7,0.58,8.2,0.0642,0.00895,6.49,5.41,47,0,0,8,17,19,59.2,3.9
111PS0159,2011-07-14T07:00:00Z,30,8.17,0.1,161.6,19.9,0.85,8.25,0.283,0.01625,2.89,6.93,17,0,0,32,4,78,25.2,0.9
111PS0160,2011-07-25T07:00:00Z,80,9.04,0.1,174.7,15.5,1.04,8.14,0.0723,0.0419,NA,4.62,57,0,1,7,0,115,45.6,5.5
111PS0169,2011-07-25T07:00:00Z,100,10.5,0,95.7,17.1,9,8.11,0.11499999999999999,0.02365,4.965,5.66,39,7,0,7,12,149,32.3,1.6
111PS0178,2012-08-14T07:00:00Z,80,8.17,0.1,186.8,14.8,0.62,7.98,0.114,0.0282,3.52,11.8,44,0,0,9,1,218,61.4,5.9
111PS0204,2010-08-17T07:00:00Z,152,9.2,0.1,278,16.4,1.5,7.7,0.135,0.0189,6.06,17.35,29,0,0,0,3,133,34.6,8.4
111PS0237,2013-09-12T07:00:00Z,90,8.57,0.1,209.2,21.8,NA,8.13,0.0246,0.015349999999999999,2.89,8.96,20,0,0,21,14,88,15.9,0.3
111PS0269,2015-08-10T07:00:00Z,124,9.1,0.1,182.1,19.8,0.33,7.5,0,0.1075,4.22,20.9,16,0,0,11,14,71,30.5,1.6
111PS0322,2017-06-20T07:00:00Z,90,8.57,0.1,194.6,16.5,1.04,8.4,NA,0.0285,NA,NA,67,4,0,3,7,64,20.5,0.5
111RSCAER,2011-08-08T07:00:00Z,46.333333333333336,8.3,0,63,17.1,0.47,8.1,0.0921,0.012750000000000001,3.17,3.86,46,0,0,29,0,76,30.1,14.8
111TGCAER,2010-08-17T07:00:00Z,173,10.2,0.1,304,14.8,2.46,8.6,0.0918,0.01815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111TGCAER,2012-07-24T07:00:00Z,162,9.93,0.1,293.3,15.3,0.76,8.61,0.0489,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111WE0600,2000-08-02T07:00:00Z,NA,8.8,NA,464,16.5,0.88,8.12,0.244,0.01,15.91,19.7,NA,NA,NA,NA,NA,NA,NA,NA
111WE0606,2000-08-23T07:00:00Z,NA,7.9,NA,117,15.1,0.22,7.65,0.106,0.011,7.58,4.55,NA,NA,NA,NA,NA,NA,NA,NA
111WE0618,2003-07-23T07:00:00Z,NA,10,NA,192.7,17,0.44,7.87,0.101,0.012,2.58,6.82,NA,NA,NA,NA,NA,NA,NA,NA
111WE0813,2004-05-07T07:00:00Z,NA,NA,NA,155,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111WE0814,2001-06-19T07:00:00Z,NA,8.7,NA,248.1,21.2,0.53,8.49,0.063,0.008,29.55,18.18,NA,NA,NA,NA,NA,NA,NA,NA
111WE0814,2004-05-13T07:00:00Z,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111WE0816,2001-08-14T07:00:00Z,NA,6.1,NA,77.3,20.2,0.32,7.21,0.113,0.008,6.67,5.83,NA,NA,NA,NA,NA,NA,NA,NA
