"MasterID","SampleDate","Replicate","New_Lat","New_Long","PSA2","PSA6c","DevSet","SelectedSample","Nitrogen_Total_mgPerL","Phosphorus_as_P_mgPerL","Chlorophyll_a_mgPerm2","Ash_Free_Dry_Mass_mgPercm2","PCT_MAP","CSCI","ASCI_D","ASCI_H"
"630PS0005","8/25/2014",1,38.0661,-119.225,"Wet","SN","Cal","NotSelected",0.107,0,31,1.01,23,1.000125179,0.875535444,0.876735512
"630PS0005","8/25/2014",2,38.0661,-119.225,"Wet","SN","Cal","NotSelected",0.107,0,31,1.01,23,1.05196639,1.01641893,0.979512952
"630RBS005","8/7/2012",1,38.1453,-119.3861,"Wet","SN","Cal","Selected",0.0866,0.0179,10.8,0.597,0,1.180745851,0.869171543,0.904498033
"630RBS005","8/12/2014",1,38.1453,-119.3861,"Wet","SN","Cal","NotSelected",0.101,0.0083,9.43,0.388,0,1.167616919,0.90404351,0.969787443
"630SED034","8/6/2012",1,38.13438,-119.2353,"Wet","SN","Val","Selected",0.101,0.0095,10.4,2,5,1.122419184,1.015188573,0.96591903
"631DEP001","8/28/2012",1,38.45471,-119.455,"Wet","SN","Cal","Selected",0.17,0.0827,6.45,0.374,0,1.187961233,0.897163845,0.877252171
"631LWK002","8/12/2014",1,38.3212344,-119.44997,"Wet","SN","Val","Selected",0.0533,0.0191,5.83,0.497,0,0.992703666,0.861765282,0.88888415
"631PS0011","7/28/2009",1,38.3731259,-119.53433,"Wet","SN","Cal","Selected",0.1,0.063,1.66,0.504,4,1.132826801,0.944815042,0.903437956
"631PS0011","7/28/2009",1,38.3731259,-119.53433,"Wet","SN","Cal","Selected",0.1,0.063,1.66,0.504,4,1.098836265,0.944815042,0.903437956
"631PS0023","8/4/2009",1,38.47177,-119.3531,"Wet","SN","Cal","Selected",0.135,0.0474,2.76,0.584,2,1.001783317,0.722425794,0.769116282
"631PS0023","8/4/2009",2,38.47177,-119.3531,"Wet","SN","Cal","Selected",0.135,0.0474,2.76,0.584,2,1.015941735,0.770285815,0.863760206
"631PS0033","8/30/2010",1,38.28758,-119.5474,"Wet","SN","Cal","Selected",0.0643,0.0339,2.31,0.462,0,1.054998593,1.00544018,1.01774277
"631PS0145","7/2/2014",1,38.31981,-119.5495,"Wet","SN","Cal","Selected",0.0504,0.0067,2.05,0.294,0,1.103827463,0.945680515,0.995517361
"632DIX001","9/3/2012",1,38.56069,-119.7051,"Wet","SN","Cal","Selected",0.0641,0.0563,2.71,0,1,0.922012264,0.975703443,1.009328873
"632ELD001","9/8/2011",1,38.4994,-119.7409,"Wet","SN","Cal","Selected",0.129,0.0319,8.95,0.323,3,1.021183633,0.920762863,0.928603559
"632HNCAHL","8/31/2010",1,38.6556957,-119.64425,"Wet","SN","Cal","Selected",0.368,0.0607,26.58,0.889,NA,1.106694765,0.924889733,0.956752847
"632MUR001","9/7/2011",1,38.49205,-119.702,"Wet","SN","Val","Selected",0.474,0.0335,1.73,0,1,1.177066664,0.990582807,0.964822221
"632NOB001","9/1/2010",1,38.57395,-119.7906,"Wet","SN","Cal","Selected",0.0633,0.0604,0,0.413,11,1.092590942,0.993689529,0.895580463
"632PS0058","8/15/2011",1,38.60611,-119.69,"Wet","SN","Cal","Selected",0,0.0329,0,0,9,1.092221522,0.804691672,0.864703786
"632SVK001","8/27/2014",1,38.5515643,-119.61095,"Wet","SN","Cal","Selected",0.0894,0.0142,5.95,0.339,0,1.11212494,0.820005362,0.836395984
"633WCR003","9/4/2012",1,38.68076,-119.9331,"Wet","SN","Val","Selected",0.0775,0.0047,17.7,1.01,18,1.006938237,1.049532938,1.00466583
"633WE0991","9/9/2014",1,38.73224,-119.9296,"Wet","SN","Cal","NotSelected",0.141,0.014,7.91,0.428,0,0.718405399,0.970586584,0.940271053
"634CAT055","8/11/2010",1,39.0057699,-120.16517,"Wet","SN","Val","Selected",0.222,0.014,2.49,0.292,0,1.156348281,0.943089577,0.885602998
"634CAT055","10/4/2011",1,39.0057699,-120.16517,"Wet","SN","Val","NotSelected",0.0924,0.0084,2.38,0.528,19,1.107443921,1.096141203,1.022117432
"634CLD001","9/9/2014",1,38.8990091,-119.95141,"Wet","SN","Cal","Selected",0.0276,0.0161,3.91,0.195,0,1.098315122,0.807859134,0.928893931
"634EGL005","10/3/2011",1,38.9398811,-120.12467,"Wet","SN","Cal","Selected",0.061,0.0068,1.52,0.312,1,1.117903735,0.9576218,1.008086536
"634GACALL","9/10/2013",1,38.87328,-120.0956,"Wet","SN","Cal","Selected",0.0611,0.005,20.6,3.25,6,0.756980061,0.933809911,0.93565761
"634GRF001","10/3/2011",1,39.2655,-120.0268,"Wet","SN","Cal","Selected",0.0565,0.0114,2.89,0.219,19,1.212101054,1.056489471,1.106046331
"634HHCATC","10/4/2011",1,38.85368,-119.9479,"Wet","SN","Cal","Selected",0.0772,0.0211,3.93,0.367,1,0.977585668,0.949571803,1.016824573
"634HID001","10/3/2011",1,38.8714398,-119.9653,"Wet","SN","Val","Selected",0.0342,0.0235,2.57,0.422,0,1.146191166,1.106208534,1.119817152
"634PS0035","9/1/2010",1,38.87154,-120.0994,"Wet","SN","Cal","Selected",0.203,0.0054,44.68,2.106,31,0.983012762,1.147577952,1.058330543
"634PS0062","10/12/2011",1,38.87471,-119.9712,"Wet","SN","Cal","Selected",0.183,0.0211,5.68,0.101,2,1.131026656,1.086645184,1.010229558
"634R10BMW","9/29/2011",1,38.77964,-119.9981,"Wet","SN","Cal","Selected",0.0828,0.028,7.79,0.97,66,1.040156955,0.795409226,0.958946881
"634R10GNL","10/3/2011",1,39.02996,-120.1604,"Wet","SN","Cal","Selected",0.199,0.0464,2.66,0.518,2,0.993725455,0.99520286,0.972624764
"634R10GNL","10/3/2011",2,39.02996,-120.1604,"Wet","SN","Cal","Selected",0.199,0.0464,2.66,0.518,2,0.978416769,0.949793508,0.916898755
"634R10UTR","9/28/2011",1,38.77826,-120.0294,"Wet","SN","Cal","Selected",0.106,0.0197,2.92,0.188,45,1.179397003,0.928457067,0.988077217
"634TRT001","8/26/2013",1,38.85699,-119.9444,"Wet","SN","Cal","Selected",0,0.0145,6.52,2.2,1,1.199114641,0.829709435,0.908532131
"634UTRADC","8/21/2013",1,38.72997,-120.0178,"Wet","SN","Cal","Selected",0.153,0.058,4.29,0.814,14,0.649900677,0.931561489,0.976895434
"634WRD001","9/9/2013",1,39.13982,-120.1911,"Wet","SN","Val","Selected",0,0.0161,23.9,1.07,45,0.816557048,1.030314472,0.983431206
"634WSN001","10/4/2011",1,39.22204,-120.1018,"Wet","SN","Cal","Selected",0.0579,0.0181,5.65,0.514,0,1.069693239,1.083234499,1.125112151
"635PRN001","9/2/2014",1,39.38575,-120.2524,"Wet","SN","Val","Selected",0.0869,0.0216,4.85,0.346,0,1.123845678,0.897451457,0.920765795
"635PS0038","8/9/2010",1,39.38238,-120.2262,"Wet","SN","Cal","Selected",0.118,0.0245,3.67,0.364,0,0.97014503,0.873957948,0.914314319
"635PS0038","8/9/2010",2,39.38238,-120.2262,"Wet","SN","Cal","Selected",0.118,0.0245,3.67,0.364,0,0.993216212,0.970431909,1.006750775
"636PS0070","9/21/2011",1,39.4947,-120.3337,"Wet","SN","Cal","Selected",0.0909,0.0335,12.01,0.656,33,0.978906774,0.906642189,0.902698446
"636SHCWES","7/30/2013",1,39.4310516,-120.24152,"Wet","SN","Cal","Selected",0.03,0.0212,25.8,2.94,22,0.942766604,0.857809971,0.884407569
"636SHCWES","7/30/2013",2,39.4310516,-120.24152,"Wet","SN","Cal","Selected",0.03,0.0212,25.8,2.94,22,1.061988137,0.911243128,0.953133487
"639PS1279","6/11/2013",1,40.7335,-120.1178,"Arid","DM","Cal","Selected",0.69,0.0545,4.05,0.361,9,0.667966124,0.863803003,0.928966949
"641OWC157","7/24/2013",1,41.37691,-120.1445,"Arid","DM","Cal","Selected",0.0276,0.0269,1.35,1.13,13,0.83358011,0.906638469,0.938741692
"719HOTCPF","4/15/2014",1,33.57493,-116.4168,"Arid","DM","Cal","Selected",0.104,0.0091,8.14,4.34,30,0.93940727,0.964830347,1.016204246
"719NP7BNC","4/9/2014",1,33.86807,-116.7727,"Arid","DM","Val","NotSelected",0.185,0.0294,7.25,2.59,65,0.993795434,0.977769512,1.006894889
"719NP7DPC","4/8/2014",1,33.63366,-116.392,"Arid","DM","Cal","Selected",0.307,0.0099,12.7,1.85,50,1.022182216,0.882292981,0.883077962
"719TRMDSS","4/8/2014",1,33.84028,-116.6136,"Arid","DM","Val","Selected",0.0312,0.0114,3.51,8.22,0,1.022478641,0.839554403,0.787421677
"719WWRAEF","6/9/2010",1,34.06327,-116.8202,"Arid","DM","Cal","Selected",0.0392,0.122,0,1.288,0,0.8588491,0.88686001,0.97459636
"719WWRAEF","6/9/2010",2,34.06327,-116.8202,"Arid","DM","Cal","Selected",0.0392,0.122,0,1.288,0,0.916993854,1.077468407,1.087178818
"722ABSPPC","5/20/2013",1,33.27845,-116.4293,"Arid","DM","Cal","Selected",0.159,0.0147,16,2.64,67,1.00440255,0.930961054,1.125040101
"722ABSPPC","4/21/2014",1,33.27845,-116.4293,"Arid","DM","Cal","NotSelected",0.121,0.0421,6.92,1.22,36,0.936645442,0.770822067,0.820245633
"722NP7IDC","4/16/2014",1,33.34707,-116.4784,"Arid","DM","Cal","NotSelected",0.0722,0.0139,12.9,10.9,55,0.743501336,1.004585603,1.072016559
"801CCWFAC","6/7/2011",1,34.18951,-117.1819,"Arid","SC","Cal","Selected",0.168,0.0235,6.93,0.366,7,1.110992343,0.998211396,0.996711791
"801EEWADD","6/5/2012",1,34.18731,-117.5206,"Arid","SC","Val","Selected",0.44,0.0103,1.46,0.242,0,1.275920278,0.927487045,1.014731204
"801S00135","6/7/2010",1,34.07818,-116.8786,"Arid","SC","Cal","Selected",0,0.04,0.475968,0.0558105,2,0.942606538,1.254694516,1.135450661
"801S03488","5/7/2014",1,34.24802,-117.6269,"Arid","SC","Val","Selected",0.105,0,16.2,0.405,0,1.020685025,1.170895849,1.138655392
"801WBC106","6/25/2014",1,34.15519,-116.8851,"Arid","SC","Cal","Selected",0.068,0.038,8.298,15.353,NA,1.174585048,0.851167565,0.863411678
"801WBC106","6/25/2014",2,34.15519,-116.8851,"Arid","SC","Cal","Selected",0.068,0.038,8.298,15.353,NA,1.057327039,1.18557168,1.138480435
"801WE1132","6/1/2009",1,34.13378,-116.8431,"Arid","SC","Cal","NotSelected",0.124,0.0159,15.21,3.334,2,1.190560147,1.08278833,1.001471731
"802FMCAIP","6/7/2011",1,33.807,-116.7439,"Arid","SC","Val","Selected",0.112,0.0364,2.31,0,12,1.111518775,0.720727971,0.942692443
"901BELOLV","4/4/2013",1,33.63973,-117.5539,"Arid","SC","Cal","NotSelected",0.0753,0.0304,6.88,0.969,31,1.050109052,0.901094318,1.093053398
"901BELOLV","3/27/2014",1,33.63973,-117.5539,"Arid","SC","Cal","NotSelected",0.0549,0.0161,13.4,0.725,26,1.11884562,0.904016109,0.990110144
"901BELOLV","5/1/2014",1,33.63973,-117.5539,"Arid","SC","Cal","Selected",0.0985,0.0163,8.06,0.922,43,0.868258514,0.807871176,0.937682764
"901BELOLV","3/26/2015",1,33.63973,-117.5539,"Arid","SC","Cal","NotSelected",0.0511,0.016,6.78,2.66,5,0.828748723,1.04159114,1.165113093
"901BELOLV","3/26/2015",2,33.63973,-117.5539,"Arid","SC","Cal","NotSelected",0.0511,0.016,6.78,2.66,5,1.032679165,1.020809502,1.117350154
"901CSCADC","5/26/2011",1,33.49388,-117.4303,"Arid","SC","Cal","Selected",0.459,0.0213,20.82,0.664,17,1.040884765,1.101382689,1.208109977
"901DCCSMC","5/16/2011",1,33.47362,-117.4656,"Arid","SC","Cal","Selected",0.22,0,9.24,0.289,8,1.143344171,1.146623383,1.12720692
"901NP9FLC","3/27/2014",1,33.67596,-117.5366,"Arid","SC","Cal","NotSelected",0.0671,0,0.85,0.778,0,0.965565854,0.825401323,0.850219592
"901NP9FLC","4/30/2014",1,33.67596,-117.5366,"Arid","SC","Cal","NotSelected",0.131,0.0102,3.02,0.896,0,0.817720122,0.763424605,0.873321801
"901NP9FLC","4/30/2014",2,33.67596,-117.5366,"Arid","SC","Cal","NotSelected",0.131,0.0102,3.02,0.896,0,0.946160636,0.789843139,0.92581768
"901NP9FLC","3/25/2015",1,33.67596,-117.5366,"Arid","SC","Cal","Selected",0.106,0.0074,3.32,0.397,6,0.88778981,0.909627052,0.969333461
"901S01849","6/1/2010",1,33.55524,-117.3978,"Arid","SC","Cal","Selected",0.289,0.0619,61.9,2.667,31,1.067378906,1.077654627,1.144818744
"901S02873","6/1/2010",1,33.54344,-117.3974,"Arid","SC","Cal","Selected",0.12,0.0241,8.89,0.619,9,1.215936436,0.845937027,0.917232193
"901S06969","5/31/2012",1,33.55334,-117.3958,"Arid","SC","Cal","Selected",0.0611,0.0387,18.5,1.35,11,0.820793466,0.748429874,0.682576589
"901SCCA74","6/8/2010",1,33.61854,-117.5098,"Arid","SC","Cal","Selected",0.043,0.0109,45.22,2.456,41,0.960262499,0.981405945,1.062204542
"902ASTRLC","4/3/2013",1,33.44365,-116.9874,"Arid","SC","Cal","Selected",0.127,0.0141,8.09,1.07,1,0.994518185,1.020120803,0.985352959
"903FCPSPx","4/8/2015",1,33.35117,-116.9131,"Arid","SC","Val","Selected",0.0728,0.009,17.8,0.891,0,0.874072254,1.099992487,1.113273537
"903WE0798","4/8/2015",1,33.33687,-116.8293,"Arid","SC","Cal","Selected",0.193,0.0357,11.8,0.958,35,1.005418899,0.87054435,0.876767032
"903WE0900","4/8/2015",1,33.330711,-116.81609,"Arid","SC","Cal","Selected",0.243,0.0275,16.3,0.686,63,0.924182463,0.917743307,1.006153472
"905DGCC1x","4/3/2013",1,33.15794,-116.8517,"Arid","SC","Cal","NotSelected",0.111,0.013,62.6,4.55,8,1.104251266,1.070771446,1.066792987
"905DGCC1x","3/25/2014",1,33.15794,-116.8517,"Arid","SC","Cal","Selected",0.301,0.0217,14.6,1.94,6,0.813634362,1.031104356,1.064324988
"905S02561","5/25/2011",1,33.12974,-116.6359,"Arid","SC","Cal","Selected",0.0667,0.0596,0,0.159,2,1.106609686,0.855466517,1.023649602
"905SDBDN9","3/25/2014",1,33.09303,-116.8971,"Arid","SC","Cal","Selected",0.264,0.0262,5.55,0.693,6,0.742734578,0.851173432,0.951433143
"905WE0679","3/27/2015",1,33.13162,-116.6552,"Arid","SC","Cal","Selected",0.117,0.0302,9.37,4.55,44,0.935316302,0.678154688,0.800256091
"907S03210","5/18/2011",1,33.00313,-116.7292,"Arid","SC","Cal","Selected",0.17,0.0394,8.06,0.909,11,0.962486261,0.849167401,1.050179528
"907S03210","5/18/2011",2,33.00313,-116.7292,"Arid","SC","Cal","Selected",0.17,0.0394,8.06,0.909,11,1.031845389,0.767674135,0.95843545
"909JQCASR","6/1/2011",1,32.9145272,-116.56561,"Arid","SC","Cal","Selected",0.303,0.0645,5.09,13.16,0,1.075312913,0.871861674,0.93793079
"909S00282","4/6/2015",1,32.87219,-116.6139,"Arid","SC","Cal","Selected",0.155,0.0129,34.6,4.29,13,0.822458806,0.723740004,0.720959932
"909S00282","4/6/2015",2,32.87219,-116.6139,"Arid","SC","Cal","Selected",0.155,0.0129,34.6,4.29,13,0.910859446,0.884395995,0.803464704
"911COPPER","4/2/2013",1,32.56302,-116.8291,"Arid","SC","Cal","NotSelected",0.137,0.0083,8.27,1.03,39,0.934371843,1.004306283,1.110213718
"911COPPER","3/24/2015",1,32.56302,-116.8291,"Arid","SC","Cal","Selected",0.17,0.0077,23.7,2.27,40,0.736038448,0.753699606,0.792823811
"911KCKCRx","5/31/2011",1,32.7874,-116.451,"Arid","SC","Cal","NotSelected",0.175,0.0345,8.15,6.093,6,1.082876867,0.767037928,0.96151944
"911KCKCRx","5/6/2014",1,32.7874,-116.451,"Arid","SC","Cal","Selected",0.137,0.0158,20.3,1.34,1,1.000562126,0.965890201,1.047059732
"911KCKCRx","4/7/2015",1,32.7874,-116.451,"Arid","SC","Cal","NotSelected",0.0773,0.0127,1.57,0,45,0.901369119,0.850756764,0.93583901
"911NP9UCW","3/24/2014",1,32.81841,-116.4926,"Arid","SC","Cal","NotSelected",0.209,0.0238,27.7,1.84,33,1.012892888,1.030731679,1.085155417
"911NP9UCW","4/29/2014",1,32.81841,-116.4926,"Arid","SC","Cal","Selected",0.313,0.0311,14.3,1.09,33,0.920213078,1.079029572,1.093206837
"911NP9UCW","3/18/2015",1,32.81841,-116.4926,"Arid","SC","Cal","NotSelected",0.239,0.0164,25.6,2.71,43,0.987033909,0.92217255,0.934817715
"911S00858","5/31/2010",1,32.90282,-116.4934,"Arid","SC","Cal","Selected",0.302,0.0343,33.62,4.596,81,1.09181942,1.026273236,1.10302709
"911S01142","5/24/2011",1,32.73548,-116.6527,"Arid","SC","Val","Selected",0.131,0.0305,2.31,2.54,1,0.958096358,0.786856297,0.965998661
"911S01142","3/23/2015",1,32.73548,-116.6527,"Arid","SC","Val","NotSelected",0.378,0.0255,2.51,1.23,2,0.667747015,0.707539458,0.753929911
"911TCCTCx","5/31/2011",1,32.80752,-116.4404,"Arid","SC","Cal","Selected",0.132,0.0258,8.52,7.274,6,1.055849804,1.10330381,1.291655309
"911TJLCC2","4/7/2015",1,32.7784977,-116.4448,"Arid","SC","Cal","Selected",0.116,0.0153,6.65,0.292,27,1.101576435,0.764468762,0.858199925
"911TJWIL3","5/25/2011",1,32.69399,-116.6957,"Arid","SC","Cal","Selected",0.137,0.0238,6.23,1.377,10,1.217511941,0.898925066,0.929085109
"SMC01567","6/9/2010",1,34.50961,-119.3837,"Arid","SC","Val","Selected",0,0.0028,7.062857,0,44,0.696154024,1.044163987,1.0885159
"SMC01979","7/14/2011",1,34.45206,-119.1363,"Arid","SC","Cal","Selected",0,0.0039,23.232,6.6528,2,1.010919811,0.96192211,0.9793443
"SMC02591","7/21/2011",1,34.51784,-119.3785,"Arid","SC","Cal","Selected",0,0.0028,30.9488,1.87221,12,0.968692804,0.80762975,0.890429936
"SMC04383","6/9/2010",1,34.50221,-119.3559,"Arid","SC","Cal","Selected",0,0.0042,88.41463,3.625,39,1.018715417,1.105280459,1.130618247
"SMC04795","7/14/2011",1,34.47989,-119.1707,"Arid","SC","Cal","Selected",0.34,0.0026,23.808,1.8848,4,0.989014754,0.874373929,0.819157946
"SMC05407","7/21/2011",1,34.50125,-119.3504,"Arid","SC","Cal","Selected",0,0.0026,25.4916,1.65992,31,1.091839643,1.018295483,1.018450516
"SMC08157","6/22/2011",1,33.53913,-117.2648,"Arid","SC","Cal","Selected",0.3,0.01,122.365,2.06272,13,0.650918612,0.996616989,0.943632553
"SMC13599","6/4/2012",1,34.4989794,-119.34187,"Arid","SC","Cal","Selected",0,0.0057,34.4817,5.92378,24,1.012571625,1.003201215,0.903038934
"SMC29064","6/25/2012",1,33.79561,-116.7427,"Arid","SC","Cal","Selected",0.11,0.02,27.1053,5.23084,0,0.981091151,1.006214503,1.123874406
"103FC1106","7/15/2014",1,41.93406515,-124.1081494,"Wet","NC","Cal","Selected",0.145,0.0114,9.71,0.394,NA,0.997159948,0.780293373,0.857186281
"103PS0217","9/10/2013",1,41.68690641,-124.0834599,"Wet","NC","Val","Selected",0.219,0.0199,4.55,0,0,1.006893032,0.975527664,0.946645437
"105FC1120","7/30/2014",1,41.55364143,-121.9246852,"Arid","DM","Cal","Selected",0.056,0.0101,11.7,0.394,NA,0.968475358,0.96204836,1.044575772
"105PS0211","8/20/2013",1,41.42695936,-122.9216991,"Wet","NC","Cal","NotSelected",0.0263,0.0051,4.22,0.439,5,1.316156429,0.916555921,1.00702745
"105PS0211","9/16/2013",1,41.42695936,-122.9216991,"Wet","NC","Cal","Selected",0.0361,0.0088,11.3,0.255,0,0.975882891,1.023982552,1.062837776
"105PS0259","9/17/2013",1,41.1406891,-123.1727316,"Wet","NC","Cal","Selected",0.0654,0.0066,2.69,0.188,1,1.129321393,0.853670702,0.936497142
"105PS0267","7/21/2014",1,41.88067552,-123.1299006,"Wet","NC","Cal","Selected",0.0846,0.0073,9.66,0.406,1,1.062436579,1.026745164,1.01529231
"105PS1492","8/6/2014",1,41.86225988,-120.9951605,"Arid","DM","Val","Selected",2.53,0.0774,20.7,2.92,100,0.349715195,0.872126196,0.844100479
"106FC1183","7/24/2014",1,40.63704093,-122.7464956,"Wet","NC","Cal","Selected",0.191,0.038,4.05,0.439,NA,0.97335271,0.930570784,0.887641196
"106FC1313","7/23/2014",1,40.87031945,-122.800388,"Wet","NC","Cal","Selected",0.0227,0.0071,6.01,0.423,NA,1.045207649,1.152172333,1.129920652
"106PS0078","8/26/2009",1,40.5543134,-123.13761,"Wet","NC","Cal","Selected",0.0428,0.0097,23.07,2.193,75,0.365037906,1.084832343,1.10107738
"106PS0173","8/4/2011",1,40.3778176,-123.29927,"Wet","NC","Cal","Selected",0.106,0.0222,39.32,0.866,29,1.113575034,0.97152527,1.004578566
"106PS0186","9/26/2012",1,40.3062027,-123.12127,"Wet","NC","Cal","Selected",0.0928,0.0151,10.7,4.16,0,1.199550081,1.076279241,1.0313791
"109PS0162","7/20/2011",1,40.9052103,-124.04158,"Wet","NC","Cal","Selected",0.123,0.0144,13.16,1.234,15,0.820580524,0.796407143,0.747522001
"110ECSLSF","7/26/2011",1,40.6732014,-124.09629,"Wet","NC","Val","Selected",0.145,0.022,6.23,0.364,10,0.878769358,0.984175309,0.952582521
"110FCA102","7/25/2013",1,40.7252711,-124.11628,"Wet","NC","Cal","Selected",0.142,0.0526,0.2,0,NA,0.666856473,0.797366185,0.744755753
"111PS0237","9/12/2013",1,40.33346505,-123.4650096,"Wet","NC","Val","Selected",0.0246,0.007,8.96,0.289,21,0.793600232,1.152558169,1.097436339
"113GAR010","8/27/2012",1,38.8373627,-123.54676,"Wet","NC","Val","Selected",0.074,0.0515,8.38,0.823,NA,0.961850384,0.939800487,1.036948404
"113GAR038","9/10/2012",1,38.8391981,-123.53473,"Wet","NC","Cal","Selected",0.0678,0.0479,14.5,6.1,3,1.061479833,0.901844353,0.992210282
"113GAR046","6/18/2012",1,38.8557845,-123.56358,"Wet","NC","Cal","Selected",0,0.0273,58.1,2.57,7,0.891591169,0.849271586,0.869113631
"113GAR061","6/19/2012",1,38.8839311,-123.59204,"Wet","NC","Cal","NotSelected",0.0544,0.0291,103,2.45,2,0.502554686,0.904623402,0.808144814
"113GAR061","9/3/2014",1,38.8839311,-123.59204,"Wet","NC","Cal","Selected",0.0657,0.0275,68.6,4.45,21,0.85993846,0.888080146,0.794311468
"113GAR061","9/3/2014",2,38.8839311,-123.59204,"Wet","NC","Cal","Selected",0.0657,0.0275,68.6,4.45,21,0.834783385,0.876377811,0.803220958
"113GAR084","6/28/2010",1,38.9265675,-123.62855,"Wet","NC","Cal","Selected",0.0636,0.0282,26.36,1.229,1,1.096427153,0.874695642,0.854295209
"113GAR094","7/27/2010",1,38.8628504,-123.56834,"Wet","NC","Val","Selected",0.0651,0.0434,29.24,6.089,10,0.783269877,0.870861258,0.889408321
"113GAR094","7/27/2010",2,38.8628504,-123.56834,"Wet","NC","Val","Selected",0.0651,0.0434,29.24,6.089,10,0.8582212,0.842284694,0.856501206
"113GAR110","9/2/2014",1,38.8552976,-123.56028,"Wet","NC","Cal","Selected",0.0973,0.0354,38.4,2.08,2,1.113451649,0.77587675,0.814416279
"113PS0084","8/18/2009",1,39.4060874,-123.71299,"Wet","NC","Cal","Selected",0.131,0.0254,11.87,0.837,0,1.037297336,1.024118282,1.016314176
"113PS0100","8/25/2009",1,39.3182046,-123.63071,"Wet","NC","Cal","Selected",0.0915,0.0418,9.63,0.877,12,0.847854895,0.662701184,0.61302137
"113PS0132","9/15/2010",1,39.5566601,-123.72353,"Wet","NC","Cal","Selected",0.104,0.0382,2.98,0.317,0,0.759906332,0.525816897,0.56006905
"113PS0196","8/1/2012",1,39.5439544,-123.6553,"Wet","NC","Cal","Selected",0.0601,0.0395,5.45,0.437,2,0.920133178,0.940907715,0.912336307
"113PS0232","9/4/2013",1,38.66792741,-123.3099517,"Wet","NC","Cal","Selected",0.16,0.0083,58.8,6.35,34,0.543145791,0.898997866,0.723575039
"113PS0232","9/4/2013",2,38.66792741,-123.3099517,"Wet","NC","Cal","Selected",0.16,0.0083,58.8,6.35,34,0.442369455,0.780768786,0.610432966
"113PS0268","6/11/2014",1,39.15614643,-123.4592251,"Wet","NC","Cal","Selected",0.12,0.0632,23.1,0.37,0,0.996131884,0.863967688,0.88401385
"114PS0149","7/10/2012",1,38.4340999,-122.67607,"Arid","CH","Val","Selected",0.245,0.291,22.8,1.68,8,0.552659499,0.804907783,0.949005318
"114PS0152","7/7/2011",1,38.4634283,-123.00882,"Wet","NC","Cal","Selected",0.324,0.0263,0,0,2,0.867684134,0.571336331,0.647760497
"114PS0152","8/18/2011",1,38.4634283,-123.00882,"Wet","NC","Cal","NotSelected",0,0.0298,80.65,1.151,12,0.67033524,0.670267483,0.626464289
"202PS0134","5/31/2011",1,37.4653234,-122.4279,"Arid","CH","Cal","Selected",1.14,0.151,2.71,0.317,0,0.716745043,0.926669351,0.859805959
"202PS0246","6/5/2013",1,37.46254652,-122.374612,"Arid","CH","Cal","Selected",0.519,0.0996,30.8,0.887,0,0.938879873,1.068006236,1.044610184
"203PS0070","7/19/2010",1,37.990506,-122.59329,"Arid","CH","Cal","NotSelected",0.478,0.0376,58.01,1.506,18,0.627575668,0.805425214,0.76411987
"203PS0070","9/7/2010",1,37.990506,-122.59329,"Arid","CH","Cal","Selected",0.253,0.0295,40.9,1.515,2,0.627808965,0.657768868,0.543195445
"204PS0094","7/14/2010",1,37.6893169,-121.87579,"Arid","CH","Cal","Selected",0.41,0.0247,450.78,38.719,89,0.298971857,0.59350073,0.616187262
"204PS0102","6/15/2011",1,37.69796,-122.02884,"Arid","CH","Val","NotSelected",1.08,0.108,16.96,0.375,29,0.841157652,0.782680359,0.786463204
"204PS0102","6/15/2011",2,37.69796,-122.02884,"Arid","CH","Val","NotSelected",1.08,0.108,16.96,0.375,29,0.742536481,1.0234155,0.9338177
"204PS0102","8/10/2011",1,37.69796,-122.02884,"Arid","CH","Val","Selected",0.667,0.102,38.53,3.275,0,0.832024513,0.866110092,0.713970278
"204PS0118","6/15/2011",1,37.529357,-122.35871,"Arid","CH","Cal","Selected",0.249,0.0328,17.39,1.091,10,0.594317436,0.907674121,0.818219995
"205PS0045","6/17/2009",1,37.2939459,-121.933,"Arid","CH","Cal","Selected",0.258,0.0517,20.1,1.013,9,0.614262,0.654245259,0.726594714
"205PS0045","6/17/2009",2,37.2939459,-121.933,"Arid","CH","Cal","Selected",0.258,0.0517,20.1,1.013,9,0.581917413,0.669621381,0.842708127
"205PS0074","7/14/2010",1,37.4542875,-122.1336,"Arid","CH","Val","Selected",0.766,0.208,22.26,5.119,40,0.256899971,0.469470185,0.480238745
"205PS0106","6/21/2011",1,37.3843238,-121.9077,"Arid","CH","Cal","Selected",2.28,0.105,0.22,0.007,37,0.660231553,0.753242272,0.817296383
"205PS0109","6/21/2011",1,37.2933977,-121.88042,"Arid","CH","Cal","Selected",0.494,0.0417,18.05,0.457,12,0.666473179,0.753078171,0.730786347
"205PS0138","6/1/2011",1,37.4105192,-122.1385,"Arid","CH","Cal","Selected",1.15,0.176,8.08,0.26,5,0.575915092,0.855555689,0.769343395
"205PS0157","6/19/2012",1,37.3014053,-121.83516,"Arid","CH","Cal","Selected",0.622,0.111,35,1.62,0,0.545756042,0.596118518,0.624278974
"205PS0170","6/19/2012",1,37.3619837,-121.87388,"Arid","CH","Cal","Selected",3.1,0.137,10.3,1.08,0,0.488879149,0.434639053,0.454584849
